starttime	seconds	ctime	dtime	ttime	wait
Tue Apr 24 20:44:32 2012	1335267872	8	0	8	0
Tue Apr 24 20:44:32 2012	1335267872	8	0	8	0
Tue Apr 24 20:44:32 2012	1335267872	8	0	8	0
Tue Apr 24 20:44:32 2012	1335267872	8	0	8	0
Tue Apr 24 20:44:32 2012	1335267872	8	0	8	0
Tue Apr 24 20:44:32 2012	1335267872	8	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	7	2	9	2
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	2
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	2
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	1
Tue Apr 24 20:44:32 2012	1335267872	7	2	9	2
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	9	0	9	0
Tue Apr 24 20:44:32 2012	1335267872	10	0	10	0
Tue Apr 24 20:44:32 2012	1335267872	10	0	10	0
Tue Apr 24 20:44:32 2012	1335267872	10	0	10	0
Tue Apr 24 20:44:32 2012	1335267872	10	0	10	0
Tue Apr 24 20:44:32 2012	1335267872	9	1	10	0
Tue Apr 24 20:44:32 2012	1335267872	10	0	10	1
Tue Apr 24 20:44:32 2012	1335267872	10	0	10	1
Tue Apr 24 20:44:32 2012	1335267872	6	4	10	3
Tue Apr 24 20:44:32 2012	1335267872	6	4	10	3
Tue Apr 24 20:44:32 2012	1335267872	6	4	10	3
Tue Apr 24 20:44:32 2012	1335267872	10	0	10	0
Tue Apr 24 20:44:32 2012	1335267872	4	6	10	5
Tue Apr 24 20:44:32 2012	1335267872	11	0	11	2
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	5
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	11	0	11	0
Tue Apr 24 20:44:32 2012	1335267872	11	0	11	0
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	4	7	11	6
Tue Apr 24 20:44:32 2012	1335267872	11	0	11	0
Tue Apr 24 20:44:32 2012	1335267872	11	0	11	0
Tue Apr 24 20:44:32 2012	1335267872	11	0	12	0
Tue Apr 24 20:44:32 2012	1335267872	12	0	12	0
Tue Apr 24 20:44:32 2012	1335267872	12	0	12	0
Tue Apr 24 20:44:32 2012	1335267872	12	0	12	0
Tue Apr 24 20:44:32 2012	1335267872	12	0	12	0
Tue Apr 24 20:44:32 2012	1335267872	4	8	12	7
Tue Apr 24 20:44:32 2012	1335267872	12	0	12	0
Tue Apr 24 20:44:32 2012	1335267872	4	8	12	7
Tue Apr 24 20:44:32 2012	1335267872	12	0	12	0
Tue Apr 24 20:44:32 2012	1335267872	4	8	13	7
Tue Apr 24 20:44:32 2012	1335267872	12	0	13	0
Tue Apr 24 20:44:32 2012	1335267872	4	8	13	7
Tue Apr 24 20:44:32 2012	1335267872	12	0	13	0
Tue Apr 24 20:44:32 2012	1335267872	4	8	13	7
Tue Apr 24 20:44:32 2012	1335267872	13	0	13	0
Tue Apr 24 20:44:32 2012	1335267872	12	0	13	0
Tue Apr 24 20:44:32 2012	1335267872	4	8	13	7
Tue Apr 24 20:44:32 2012	1335267872	8	4	13	3
Tue Apr 24 20:44:32 2012	1335267872	4	8	13	7
Tue Apr 24 20:44:32 2012	1335267872	4	9	13	7
Tue Apr 24 20:44:32 2012	1335267872	8	4	13	3
Tue Apr 24 20:44:32 2012	1335267872	4	9	13	7
Tue Apr 24 20:44:32 2012	1335267872	8	5	13	3
Tue Apr 24 20:44:32 2012	1335267872	4	9	13	7
Tue Apr 24 20:44:32 2012	1335267872	4	9	13	7
Tue Apr 24 20:44:32 2012	1335267872	9	5	13	3
Tue Apr 24 20:44:32 2012	1335267872	4	9	13	7
Tue Apr 24 20:44:32 2012	1335267872	9	5	13	3
Tue Apr 24 20:44:32 2012	1335267872	14	0	14	0
Tue Apr 24 20:44:32 2012	1335267872	13	1	14	0
Tue Apr 24 20:44:32 2012	1335267872	4	10	14	9
Tue Apr 24 20:44:32 2012	1335267872	13	1	14	0
Tue Apr 24 20:44:32 2012	1335267872	13	1	14	0
Tue Apr 24 20:44:32 2012	1335267872	5	10	14	9
Tue Apr 24 20:44:32 2012	1335267872	5	10	14	9
Tue Apr 24 20:44:32 2012	1335267872	14	0	14	0
Tue Apr 24 20:44:32 2012	1335267872	14	0	14	0
Tue Apr 24 20:44:32 2012	1335267872	5	10	14	9
Tue Apr 24 20:44:32 2012	1335267872	14	0	14	0
Tue Apr 24 20:44:32 2012	1335267872	5	10	14	9
Tue Apr 24 20:44:32 2012	1335267872	14	0	14	0
Tue Apr 24 20:44:32 2012	1335267872	5	10	14	9
Tue Apr 24 20:44:32 2012	1335267872	14	0	14	0
Tue Apr 24 20:44:32 2012	1335267872	5	10	15	9
Tue Apr 24 20:44:32 2012	1335267872	5	10	15	9
Tue Apr 24 20:44:32 2012	1335267872	5	10	15	9
Tue Apr 24 20:44:32 2012	1335267872	5	10	15	9
Tue Apr 24 20:44:32 2012	1335267872	5	10	15	9
Tue Apr 24 20:44:32 2012	1335267872	5	10	15	9
Tue Apr 24 20:44:32 2012	1335267872	15	0	15	0
Tue Apr 24 20:44:32 2012	1335267872	15	0	15	0
Tue Apr 24 20:44:32 2012	1335267872	15	0	15	1
Tue Apr 24 20:44:32 2012	1335267872	15	0	15	0
Tue Apr 24 20:44:32 2012	1335267872	15	0	15	0
Tue Apr 24 20:44:32 2012	1335267872	15	1	15	0
